latitude,longitude,branchfreeway
34.02624,-118.20833,0
34.02605,-118.20785,0
34.02574,-118.20698,0
34.02526,-118.20548,0
34.02481,-118.20436,0
34.02429,-118.20316,0
34.02218,-118.19828,0
34.02119,-118.19604,0
34.02111,-118.19603,0
34.02088,-118.1957,0
34.02069,-118.1956,0
34.02059,-118.19563,0
34.02048,-118.19571,0
34.02039,-118.19535,0
34.02029,-118.19455,0
34.02006,-118.19348,0
34.01978,-118.19227,0
34.02028,-118.19226,0
34.02063,-118.19226,0
34.02087,-118.19227,0
34.02112,-118.1928,0
34.02173,-118.19422,0
34.02195,-118.19469,0
34.0217,-118.19485,0
34.02128,-118.19516,0
34.02124,-118.19522,0
34.02123,-118.19538,0
34.02124,-118.1955,0
34.02121,-118.19559,0
34.0218,-118.19696,0
34.02216,-118.19781,0
34.02349,-118.20088,0
34.02474,-118.20376,0
34.02535,-118.20532,0
34.02598,-118.20724,0
34.02816,-118.21216,0
34.02921,-118.21454,0
34.02936,-118.21492,0
34.02986,-118.21595,0
34.0308,-118.21776,0
34.03091,-118.21793,0
34.03146,-118.21871,0
34.03218,-118.21957,0
34.03251,-118.21986,0
34.0329,-118.22026,0
34.03358,-118.22082,0
34.03414,-118.22119,0
34.03455,-118.22136,10
34.03506,-118.22152,0
34.03578,-118.22164,0
34.03632,-118.22165,0
34.03686,-118.22155,0
34.03792,-118.22143,0
34.03838,-118.22145,0
34.03934,-118.22155,0
34.03997,-118.22152,0
34.04064,-118.2214,0
34.04109,-118.22128,0
34.04265,-118.22102,0
34.04418,-118.22102,0
34.0458,-118.22107,0
34.04666,-118.2212,0
34.04757,-118.22144,0
34.04828,-118.22171,0
34.04931,-118.2222,0
34.05085,-118.22299,0
34.0513,-118.22324,0
34.05177,-118.22359,0
34.0521,-118.22402,0
34.05239,-118.22457,0
34.05253,-118.22496,0
34.05259,-118.2253,0
34.05268,-118.22603,0
34.05279,-118.22654,0
34.05309,-118.2283,0
34.05331,-118.22972,0
34.05358,-118.23163,0
34.0537,-118.23275,0
34.05372,-118.23297,0
34.05393,-118.23492,0
34.0539,-118.23551,0
34.05387,-118.23582,0
34.05386,-118.23619,0
34.05393,-118.23693,0
34.05427,-118.23786,0
34.05509,-118.23927,0
34.05679,-118.24199,0
34.05814,-118.24405,0
34.05934,-118.24562,0
34.06028,-118.24662,0
34.06277,-118.24874,0
34.06369,-118.2496,0
34.06507,-118.25147,0
34.0668,-118.25388,0
34.06749,-118.25506,0
34.06781,-118.25575,0
34.06825,-118.25688,0
34.06936,-118.25999,0
34.07045,-118.26304,0
34.07113,-118.26463,0
34.07211,-118.26683,0
34.07298,-118.26896,0
34.07317,-118.26943,0
34.07424,-118.27166,0
34.07461,-118.27252,0
34.07518,-118.27402,0
34.07661,-118.27901,0
34.07721,-118.28138,0
34.07793,-118.28453,0
34.07863,-118.28805,0
34.0792,-118.28972,0
34.08021,-118.29169,0
34.08185,-118.295,0
34.08271,-118.29691,0
34.08355,-118.29846,0
34.08504,-118.30068,0
34.08701,-118.30348,0
34.08785,-118.30438,0
34.08859,-118.30501,0
34.09123,-118.30665,0
34.09211,-118.30723,0
34.09296,-118.30801,0
34.09329,-118.30842,0
34.0938,-118.30922,0
34.09517,-118.31138,0
34.09607,-118.31263,0
34.09654,-118.31314,0
34.09727,-118.31381,0
34.09813,-118.31443,0
34.10075,-118.31594,0
34.10196,-118.31667,0
34.10291,-118.31759,0
34.10322,-118.31799,0
34.10364,-118.31863,0
34.10391,-118.31926,0
34.10415,-118.32002,0
34.10431,-118.32095,0
34.1044,-118.32277,0
34.10449,-118.32397,0
34.10471,-118.32487,0
34.10516,-118.32594,0
34.10616,-118.3276,0
34.10807,-118.33082,0
34.10934,-118.33292,0
34.1097,-118.33348,0
